LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_STATE,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM
"KOMPSOFT, INC.",FREMONT,CA,94538,SOFTWARE DEVELOPER,65541
"J.D. LINCOLN, INC.",COSTA MESA,CA,92627,ACCOUNTANT,47299
CYBERSOURCE CORPORATION,MOUNTAIN VIEW,CA,94043,SENIOR QUALITY ASSURANCE ENGINEER,88712
AKRAYA INC,SUNNYVALE,CA,94086,COMPUTER SYSTEMS ANALYST,61963
"PERFECT WORLD ENTERTAINMENT, INC.",FOSTER CITY,CA,94404,SYSTEMS/PROGRAMMER ANALYST,63107
"DIGITRON ELECTRONICS, INC.",MONTEBELLO,CA,90640,ELECTRONICS ENGINEERING TECHNICIAN,32
"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,"TREASURY MANAGER, CAPITAL MARKETS",132500
HORIZON TECHNOLOGIES INC,SUNNYVALE,CA,94085,COMPUTER SYSTEMS ANALYST,62000
CONTINUUM HEALTH INCORPORATED,EL CENTRO,CA,92243,IN-SERVICE AND HEALTH EDUCATOR,30000
"KOMPSOFT, INC.",FREMONT,CA,94538,PROGRAMMER ANALYST,60000
"NETPOLARITY, INC.",CAMPBELL,CA,95008,QA TEST ANALYST,58.5
"PALO ALTO RESEARCH CENTER, INC.",PALO ALTO,CA,94304-1314,POSTDOC PHYSICIST,85000
LEGATO MUSIC SCHOOL,SAN JOSE,CA,95129,MUSIC TEACHER (PIANO),20
SERVICESOURCE INTERNATIONAL INC,SAN FRANCISCO,CA,94107,SOFTWARE APPLICATIONS PRODUCT MANAGER,115000
TIBCO SOFTWARE INC.,PALO ALTO,CA,94304,SOFTWARE ENGINEER,70000
SHUBH SOLUTIONS LLC,SAN DIEGO,CA,92121,PROGRAMMER ANALYST,60000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE ENGINEER,81290
SWINERTON BUILDERS,SAN FRANCISCO,CA,94107,PROJECT MANAGER,90000
JU INTERNATIONAL MARKETING INC.,FOUNTAIN VALLEY,CA,92708,SPATIAL DESIGNER,16.24
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.",STANFORD,CA,94305,PROFESSOR,182963
"LOYTR, INC.",SAN FRANCISCO,CA,94105,SOFTWARE ENGINEER,76918
"JUNIPER NETWORKS, INC.",SUNNYVALE,CA,94089,SOFTWARE ENGINEER STAFF,123282
INTEL CORPORATION,SANTA CLARA,CA,95054,SOFTWARE ENGINEER,90327
"TELECOM TECHNOLOGY SERVICES, INC.",PLEASANTON,CA,94588,SENIOR RF ENGINEER,80059
MEGAPATH CORPORATION,SAN JOSE,CA,95131,SENIOR SOFTWARE ENGINEER,81090
ARSIN CORPORATION,SANTA CLARA,CA,95054,TECHNICAL ANALYST,63107
SHAY TECH INC.,IRVINE,CA,92612,COMPUTER SOFTWARE ENGINEER,72000
"SUCCESSFACTORS, INC.",SAN MATEO,CA,94404,SOFTWARE ENGINEER,67454
"NEXENTA SYSTEMS, INC.",MOUNTAIN VIEW,CA,94041,TECHNICAL INTERPRETER,40851
YAHOO! INC.,SUNNYVALE,CA,94089,"SOFTWARE ENGINEER (TECH YAHOO, PARANOID)",96221
INTEL CORPORATION,SANTA CLARA,CA,95054,GRAPHICS HARDWARE ENGINEER,76230
"HARMONIC, INC.",SAN JOSE,CA,95134,SOFTWARE DEVELOPMENT ENGINEER,80000
"ADAPT.TV, INC.",SAN MATEO,CA,94403,SOFTWARE ENGINEER,105000
"KOMPSOFT, INC.",FREMONT,CA,94538,SOFTWARE TEST ENGINEER,60000
SPARTA CONSULTING INC.,FOLSOM,CA,95630,CONSULTANT,75000
EMBARCADERO SYSTEMS CORPORATION,ALAMEDA,CA,94502,BUSINESS SYSTEMS ANALYST,105000
"INFOOBJECTS, INC",SANTA CLARA,CA,95054,SOFTWARE DEVELOPER,83000
RS SOFTWARE (INDIA) LTD,MILPITAS,CA,95035,QA ANALYST,63107
DACHENG LAW OFFICES LLP,LOS ANGELES,CA,90010,LEGAL SPECIALIST,38.46
SYSTIME COMPUTER CORPORATION,SAN FRANCISCO,CA,94105,PROGRAMMER ANALYST,60507
"FACEBOOK, INC.",PALO ALTO,CA,94304,USER INTERFACE ENGINEER,105000
"VERI-TAX, LLC",IRVINE,CA,92614,SENIOR DIRECTOR,80000
"ADVANCED MICRO DEVICES, INC.",SUNNYVALE,CA,94088,DESIGN ENGINEER 2,91936
UBISOFT INC.,SAN FRANCISCO,CA,94107,GRAPHIC DESIGNER,70300
"SUPER MICRO COMPUTER, INC",SAN JOSE,CA,95131,FIRMWARE ENGINEER,86616
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",SAN FRANCISCO,CA,94105,ARCHITECTURAL DESIGNER,36500
MERCEDES-BENZ RESEARCH & DEVELOPMENT NORTH AMERICA,PALO ALTO,CA,94304,SENIOR SOFTWARE ENGINEER,98000
INTEL CORPORATION,SANTA CLARA,CA,95054,COMPONENT DESIGN ENGINEER,93850
"HEWLETT-PACKARD STATE & LOCAL ENTERPRISE SERVICES,",CUPERTINO,CA,95014,BUSINESS ANALYST,71719
LAWRENCE BERKELEY NATIONAL LABORATORY,BERKELEY,CA,94720,RESEACH ASSISTANT,43763
APPLE INC,CUPERTINO,CA,95014,SENIOR PLANNER,125000
"ONLIVE, INC.",PALO ALTO,CA,94301,SOFTWARE QA ENGINEER,105000
YAHOO! INC.,SUNNYVALE,CA,94089,"SOFTWARE ENGINEER (TECH Y!, TECHNICAL WRITER)",79102
"SUPER MICRO COMPUTER, INC",SAN JOSE,CA,95131,BIOS ENGINEER,97000
VOLT MANAGEMENT CORP,ORANGE,CA,92865,PROCESS ENGINEER,34.38
INFLECTION LLC,REDWOOD CITY,CA,94065,BUSINESS DEVELOPMENT ASSOCIATE,50939
MOZILLA CORPORATION,MOUNTAIN VIEW,CA,94041,HEAD OF COLLEGE RECRUITING,68000
"RIVERBED TECHNOLOGY, INC.",SAN FRANCISCO,CA,94105,PRODUCT MARKETING MANAGER,136000
"NISHIMOTO TRADING CO., LTD.",SANTA FE SPRINGS,CA,90670,FINANCIAL SPECIALIST,83700
CALIFORNIA STATE SENATE,SACRAMENTO,CA,95814,COMMITTEE CONSULTANT TO CA SENATE,42453
"FACEBOOK, INC.",PALO ALTO,CA,94304,PRODUCT MANAGER,1.00E+05
"BECOME, INC.",SUNNYVALE,CA,94086,SOFTWARE ENGINEER,105000
"C & D ZODIAC, INC.",HUNTINGTON BEACH,CA,92647,DIRECTOR/HEAD INDUSTRIAL DESIGN,140000
SAFEWAY INC.,PLEASANTON,CA,94588,STAFF PHARMACIST,63
"MOLECULAR DEVICES, LLC",SUNNYVALE,CA,94089,BUSINESS OPERATIONS ANALYST,120000
SATWIC INC,GLENDALE,CA,91203,BUSINESS INTELLIGENCE DEVELOPER,65000
"INNOVATE SOLUTIONS, INC",SANTA CLARA,CA,95051,COMPUTER SYSTEM ANALYST,62000
"INTERNATIONAL PROGRAMMING & SYSTEMS, INC.",SAN MATEO,CA,94402,COMPUTER SYSTEMS ANALYST,65000
"GILEAD PALO ALTO, INC.",PALO ALTO,CA,94304,"RESEARCH SCIENTIST, BIOLOGY",66664
KLA-TENCOR CORPORATION,MILPITAS,CA,95035,SOFTWARE ENGINEER,86901
"SPHERELINK, INC.",BEVERLY HILLS,CA,90212,ACADEMIC COORDINATOR,17.46
KRITZINGER + RAO,LOS ANGELES,CA,90013,ARCHITECTURAL DESIGNER,44880
APPLE INC,CUPERTINO,CA,95014,WORLDWIDE PARTNER MARCOM MANAGER,140000
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (APPLICATIONS DEVELOPER 2),95000
KLA-TENCOR CORPORATION,MILPITAS,CA,95035,CUSTOMER SUPPORT ENGINEER,81900
UST GLOBAL INC.,ALISO VIEJO,CA,92656,COMPUTER SYSTEMS ANALYST,59000
"PAYPAL, INC.",SAN JOSE,CA,95131,PRODUCT MANAGER,112000
"DYNAMIC ACCESS SYSTEMS, INC",SANTA CLARA,CA,95050,PROGRAMMER ANALYST,72000
"MASHERY, INC.",SAN FRANCISCO,CA,94103,QUALITY ASSURANCE ENGINEER,88712
SPARTA CONSULTING INC.,FOLSOM,CA,95630,SENIOR CONSULTANT,80000
"INFOTECH ENTERPRISES ELECTRONIC DESIGN SERVICES, I",SAN JOSE,CA,95129,SR. ASIC IMPLEMENTATION ENGINEER,80059
"SUCCESSFACTORS, INC.",SAN MATEO,CA,94404,QC ANALYST II,60174
YAHOO! INC.,SUNNYVALE,CA,94089,"SOFTWARE ENGINEER (TECH YAHOO, SOFTWARE QUALITY EN",77210
IDEA SOLUTIONS INC.,SAN JOSE,CA,95110,IT ANALYST,80000
CHILDRENS HOSPITAL LOS ANGELES,LOS ANGELES,CA,90027,POSTDOCTORAL RESEARCH FELLOW,50000
"AGILEPOINT, INC.",MOUNTAIN VIEW,CA,94043,COMPUTER SYSTEM ANALYST,65000
"DONG JIN AMERICA, INC.",ONTARIO,CA,91761,MARKET RESEARCH ANALYST,18.51
CYBERSOURCE CORPORATION,MOUNTAIN VIEW,CA,94043,PROCESSOR ANALYST,77709
"BODHTREE SOLUTIONS,INC",FREMONT,CA,94539,SYSTEMS ANALYST,82000
"INFOOBJECTS, INC",SANTA CLARA,CA,95054,SOFTWARE DEVELOPER,83000
CYBERSOURCE CORPORATION,MOUNTAIN VIEW,CA,94043,SENIOR QUALITY ASSURANCE ENGINEER,88712
"BODHTREE SOLUTIONS,INC",FREMONT,CA,94539,SOFTWARE ENGINEER,80000
HORIZON TECHNOLOGIES INC,SUNNYVALE,CA,94085,COMPUTER SYSTEMS ANALYST,60000
"Z-AXIS TECH SOLUTIONS, INC",SAN JOSE,CA,95110,SPANISH LINGUIST,25
"SMARTPLAY, INC.",SAN JOSE,CA,95134,COMPUTER SYSTEMS ANALYST,70000
"INNOVATE SOLUTIONS, INC",SANTA CLARA,CA,95051,COMPUTER SYSTEM ANLYST,62000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,127000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,105000
LEVI STRAUSS & CO.,SAN FRANCISCO,CA,94111,FINISH MANAGER-ENVIRONMENTAL SUSTAINABILITY,60.09
"PACIOLAN, INC.",IRVINE,CA,92617,"JUNIOR SOFTWARE ENGINEER, ARCHITECTURE INFRASTRUCT",57100
"FILM FINANCES, INC.",LOS ANGELES,CA,90069,FILM ANALYST FOR INTERNATIONAL PROJECTS,19.25
SYSTIME COMPUTER CORPORATION,SAN FRANCISCO,CA,94105,PROGRAMMER ANALYST,60237
MINDTREE LIMITED,SAN JOSE,CA,95110,SENIOR SOFTWARE ENGINEER,60000
FIDELIS PRO SOLUTIONS INC,SAN RAMON,CA,94583,PROGRAMMER ANALYST,61963
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,PROGRAMMER ANALYST,47258
"ALPINE ELECTRONICS RESEARCH OF AMERICA, INC.",TORRANCE,CA,90501,SOFTWARE ENGINEER,70000
SAFEWAY INC.,PLEASANTON,CA,94588,STAFF PHARMACIST,63
"AURIONPRO SOLUTIONS, INC.",SAN RAMON,CA,94583,MEMBER OF TECHNICAL STAFF 2/PROGRAMMER ANALYST,101150
"EMBTEL, INC.",FREMONT,CA,94538,SOFTWARE ENGINEER,76918
"ASTEELFLASH CALIFORNIA, INC",FREMONT,CA,94539,PRODUCTION ENGINEERING MANAGER,125000
"ASTEELFLASH CALIFORNIA, INC",FREMONT,CA,94539,TECHNICAL PROGRAM MANAGER,70000
DUO FILMS,LOS ANGELES,CA,90006,ACCOUNTANT,3000
IDEA SOLUTIONS INC,SAN JOSE,CA,95110,IT ANALYST,72000
SYSTIME COMPUTER CORPORATION,SAN FRANCISCO,CA,94105,DELIVERY MANAGER,62566
R SYSTEMS INC.,EL DORADO HILLS,CA,95762,COMPUTER PROGRAMMER,1.00E+05
"LAW OFFICES OF MICHAEL I. BROOKS, APC",LOS ANGELES,CA,90010,TRANSLATOR,30472
"SHOPPING.COM, INC.",BRISBANE,CA,94005,"MTS 1, SOFTWARE ENGINEER, QUALITY",115000
INFORMATICA CORPORATION,REDWOOD CITY,CA,94063,TECHNICAL SUPPORT ENGINEER,78000
"VISIONAIRE GROUP, INC.",LOS ANGELES,CA,90066,CORPORATE COMMUNICATIONS ANALYST,80000
"ASPIRE SYSTEMS, INC.",SAN JOSE,CA,95110,SYSTEMS ANALYST,65021
"ICONMOBILE, LLC",SANTA MONICA,CA,90401,HEAD OF CREATIVE SERVICES,153000
YAHOO! INC.,SUNNYVALE,CA,94089,"SOFTWARE ENGINEER (TECH Y!, SOFTWARE QA ENGINEER S",94500
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 3),86240
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SOFTWARE/SYSTEMS TEST ENGINEER,83595.2
ADORE CREATIVE,LOS ANGELES,CA,90046,VICE PRESIDENT OF INTERNATIONAL BUSINESS & LEGAL A,150
UST GLOBAL INC,ALISO VIEJO,CA,92656,SYSTEMS ANALYST,58500
"BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A.",SAN FRANCISCO,CA,94105,MANAGING DIRECTOR,182270
"ELECTRIC VEHICLES INTERNATIONAL, LLC",STOCKTON,CA,95206,LATIN AMERICAN SALES MANAGER,72530
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,105000
"MIRANTIS, INC.",MOUNTAIN VIEW,CA,94041,SOFTWARE ENGINEER,1.00E+05
ISHIFT CORP,FREMONT,CA,94539,PROGRAMMER ANALYST,60000
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
"SAYHIRED, INC.",MOUNTAIN VIEW,CA,94041,PLATFORM ENGINEER,82930
"ECALIX, INC",FREMONT,CA,94538,PROGRAMMER ANALYST,26.4
STARWAVE CORPORATION,BURBANK,CA,91521-0153,STAFF DATA WAREHOUSE ENGINEER,119138.04
"SUCCESSFACTORS, INC.",SAN MATEO,CA,94404,QC AUTOMATION ENGINEER,67454
"DIGITALPERSONA, INC.",REDWOOD CITY,CA,94063,DEVELOPER SUPPORT ENGINEER,95000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,STAFF HARDWARE ENGINEER,98987.2
OSI CONSULTING INC.,WOODLAND HILLS,CA,91367,STAFF CONSULTANT,83000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE ENGINEER,81290
"DONG JIN AMERICA, INC.",ONTARIO,CA,91761,FINANCIAL ANALYST,23.66
APPLE INC.,CUPERTINO,CA,95014,"DIRECTOR, ADVANCED CAMERA SCIENCES, SWE",260000
INFOGAIN CORPORATION,LOS GATOS,CA,95032,SR. PROGRAMMER,69764
"SQUARE, INC.",SAN FRANCISCO,CA,94103,SOFTWARE ENGINEER,135000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,HARDWARE ENGINEER,75899.2
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (QA ANALYST 4),125000
APPLE INC.,CUPERTINO,CA,95014,ART DIRECTOR,125000
"CALIFORNIA PREPARATORY COLLEGE EDUCATION GROUP, IN",REDLANDS,CA,92374,GUIDANCE COUNSELOR,48000
PRASHANTI ART INC,FREMONT,CA,94536,ART DIRECTOR,30
"DELTA COMPUTER CONSULTING, INC.",RANCHO PALOS VERDES,CA,90275,ANDROID DEVELOPER,58
INTEL CORPORATION,SANTA CLARA,CA,95054,YIELD ENGINEER,84219
SEACREST CONVALESCENT HOSPITAL,SAN PEDRO,CA,90732,ACCOUNTANT,22.78
NATIONAL INSTITUTE OF TRANSPLANTATION,LOS ANGELES,CA,90057,CLINICAL LABORATORY SCIENTIST,33
"BUZZ ALL STARS, INC.",PALO ALTO,CA,94301,WEB PHP PROGRAMMER,72000
SVB FINANCIAL GROUP,SANTA CLARA,CA,95054,SOFTWARE ENGINEER (SR. IT PROJECT MANAGER II),103100
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,110000
RS SOFTWARE (INDIA) LTD,MILPITAS,CA,95035,SYSTEMS ANALYST,63107
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE ENGINEER,85051.2
"ACCELLION, INC.",PALO ALTO,CA,94303,MOBILE APPLICATIONS DEVELOPER,83000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,SYSTEMS ADMINISTRATOR,54122
HAMPTON INN & SUITES,VAN NUYS,CA,91411,CONTROLLER,36.81
IDEA SOLUTIONS INC.,SAN JOSE,CA,95110,IT ANALYST,64000
TUPLESIGNALS INC.,CUPERTINO,CA,95014,SOFTWARE ENGINEER,95000
MOUNTAIN WEST REAL ESTATE INC.,CHULA VISTA,CA,91910,ACCOUNTANT,42850
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,COMPUTER SYSTEMS ANALYST (SYSTEMS ANALYST 3-SUPPOR,112008
"THE BOARD OF TRUSTEES OF THE LELAND STANFORD, JR.",STANFORD,CA,94305,TECHNOLOGY SUPPORT ASSOCIATE,85000
"BARTLETT CARE CENTER, LLC.",SANTA ANA,CA,92701,SOCIAL WORKER,23.06
"PAVEMENT RECYCLING SYSTEMS, INC.",MIRA LOMA,CA,91752-1100,PROJECT FACILITY ENGINEERING MANAGER,93000
QUALCOMM INCORPORATED,SAN DIEGO,CA,92121,SENIOR HARDWARE ENGINEER,85051.2
"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,CA,94143,ASSISTANT RESEARCHER,67400
"SKYPE, INC.",PALO ALTO,CA,94304,SENIOR SOFTWARE ENGINEER  SKYPE FOR BUSINESS,105000
CEPHEID,SUNNYVALE,CA,94089,DIAGNOSTIC CONSUMABLES ENGINEER,85000
VENDIO SERVICES INC.,SAN MATEO,CA,94403,DATA ANALYST,27.5
IGATE TECHNOLOGIES INC.,FREMONT,CA,94555,SYSTEMS ANALYST 11,56200
CORAXIS CORPORATION,COSTA MESA,CA,92626,COMPUTER PROGRAMMER ANALYST,65000
"WESTWOOD PRODUCTION, INC",LOS ANGELES,CA,90024,TV VIDEO PROGRAMS DIRECTOR,62026
GSC INC.,CITY OF INDUSTRY,CA,91745,BUSINESS STRATEGY AND DEVELOPMENT ANALYST,33500
"GENENTECH, INC.",SOUTH SAN FRANCISCO,CA,94080,COMPUTATIONAL BIOLOGIST,106000
"RIVERBED TECHNOLOGY, INC.",SAN FRANCISCO,CA,94105,SENIOR IT IEA ARCHITECT,120748
"TRAVEL DESIGN USA, INC.",TORRANCE,CA,90503,SYSTEMS ANALYST,28.65
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 4),150000
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,127000
UST GLOBAL INC.,ALISO VIEJO,CA,92656,SYSTEMS ANALYST,68000
KSDS ENTERPRISES INC.,BUENA PARK,CA,90620,CHIEF EXECUTIVE OFFICER,4.00E+05
LATHAM & WATKINS LLP,SAN FRANCISCO,CA,94111-6538,ATTORNEY,160000
"CHEMDEPO, INC",CAMARILLO,CA,93012,CHEMIST,72000
SPORTVISION INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER MOTORSPORTS,85000
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,ELECTRICAL ENGINEER (HARDWARE DEVELOPER 2),90000
"SALESFORCE.COM, INC.",SAN FRANCISCO,CA,94105,ORACLE APPLICATIONS DBA/SYSTEMS ADMINISTRATOR,115000
EBAY INC.,SAN JOSE,CA,95125,"ASSOCIATE MANAGER, SHIPPING ANALYTICS",92279.4
INTEL MOBILE COMMUNICATIONS NORTH AMERICA,SANTA CLARA,CA,95054,SYSTEMS ENGINEER,85051
ATHLETES' PERFORMANCE - LOS ANGELES LLC,CARSON,CA,90746,PERFOMANCE SPECIALIST,42000
DESERT VALLEY HOSPITAL,ONTARIO,CA,91761,MEDICAL SOCIAL WORKER,20.05
PACIFIC INVESTMENT MANAGEMENT COMPANY (PIMCO),NEWPORT BEACH,CA,92660,QUALITY ASSURANCE PERFORMANCE TEST ENGINEER,85000
ADORE CREATIVE,LOS ANGELES,CA,90046,VICE PRESIDENT OF LEGAL AFFAIRS,150
"AURIONPRO SOLUTIONS, INC.",SAN RAMON,CA,94583,PROGRAMMER ANALYST,80000
"KABAM, INC.",REDWOOD CITY,CA,94065,FLASH DEVELOPER,90000
"HCL AMERICA, INC.",SUNNYVALE,CA,94085,GENERAL AND OPERATIONS MANAGER,78146
"SUCCESS MARKETING SOLUTIONS, INC.",AGOURA HILLS,CA,91301,SYSTEMS ANALYST,28.65
SVI GROUP INC.,SAN JOSE,CA,95110,CREDIT ANALYST,45000
INFLECTION LLC,REDWOOD CITY,CA,94065,OPERATIONS ASSOCIATE,50440
"QUINN EMANUEL URQUHART &AMP; SULLIVAN, LLP",LOS ANGELES,CA,90017,ASSOCIATE ATTORNEY,160000
INFORMATICA CORPORATION,REDWOOD CITY,CA,94063,"SENIOR CONSULTANT, FINANCIAL SERVICES",1.00E+05
"MCAFEE, INC.",SANTA CLARA,CA,95054,PRINCIPAL PRO. SERVICES CONSULTANT (SECURITY ENGIN,75462
GOOGLE INC.,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,150000
INTEL CORPORATION,SANTA CLARA,CA,95054,ANALOG ENGINEER,93251
"ORACLE AMERICA, INC.",REDWOOD SHORES,CA,94065,SOFTWARE ENGINEER (SOFTWARE DEVELOPER 2),105000
INTEL CORPORATION,SANTA CLARA,CA,95054,GRAPHICS SOFTWARE ENGINEER,103657
YAHOO! INC.,SUNNYVALE,CA,94089,"SOFTWARE ENGINEER (SR MGR, STORAGE)",103100
"ZEALTECH, INC.",FREMONT,CA,94538,BUSINESS SYSTEMS ANALYST,61963
"IMPETUS TECHNOLOGIES, INC.",CUPERTINO,CA,95014,COMPUTER PROGRAMMER,115000
"ALERT ENTERPRISE, INC",FREMONT,CA,94538,SENIOR SOFTWARE ENGINEER,110000
PIXAR,EMERYVILLE,CA,94608,SOFTWARE ENGINEER (TECHNICAL DIRECTOR),73000
"PACIOLAN, INC.",IRVINE,CA,92617,"SOFTWARE ENGINEER, ARCHITECTURE INFRASTRUCTURE",73530
SYSTIME COMPUTER CORPORATION,SAN FRANCISCO,CA,94105,PROGRAM MANAGER,69014
TELEDATA TECHNOLOGY SOLUTIONS,WALNUT CREECK,CA,94597,INTERNATIOANL TECHNICAL RECRUITER (SAP HR SPECIALI,23.29
UNIVERSITY OF CALIFORNIA AT SANTA BARBARA,SANTA BARBARA,CA,93106-7150,ASSOCIATE DIRECTOR,58980
"WESTERN DENTAL SERVICES, INC.",ORANGE,CA,92868,DENTIST,57
"LENDING BEE, INC.",NORTH HOLLYWOOD,CA,91606,CREDIT ANALYST,42000
ISHIFT CORP,FREMONT,CA,94539,PROGRAMMER ANALYST,60000
"KOMPSOFT, INC.",FREMONT,CA,94538,SOFTWARE DEVELOPER,79934
"SPECIALTY MEDICAL GROUP CENTRAL CALIFORNIA, INC.",MADERA,CA,93636,PEDIATRICIAN,86.29
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",SAN FRANCISCO,CA,94105,GRAPHIC DESIGNER,52000
"HARMONIC, INC.",SAN JOSE,CA,95134,QA ENGINEER,82000
"FOREVER 21, INC.",LOS ANGELES,CA,90012,ASSISTANT ECOMMERCE MANAGER,42000
"EQUINIX, INC.",REDWOOD CITY,CA,94065,STAFF MIDDLEWARE ENGINEER,115000
"EQUATOR, LLC",LOS ANGELES,CA,90045,SR. DEVELOPER,88400
"INTERACTIVE DATA MANAGED SOLUTIONS, LLC",HAYWARD,CA,94545,SOFTWARE ENGINEER,91903
"QUORA, INC.",PALO ALTO,CA,94301,DATA ANALYST,105000
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
TIGO ENERGY INC.,LOS GATOS,CA,95032,COMPUTER WEB PROGRAMMERS,71947
"SALEBUILD, INC.",REDWOOD CITY,CA,94065,PROJECT ANALYST,58240
SYMANTEC CORPORATION,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER,91464
"WM. BOLTHOUSE FARMS, INC.",BAKERSFIELD,CA,93307,FINANCIAL ANALYST,75000
SAN DIEGO PUBLIC LIBRARY FOUNDATION,SAN DIEGO,CA,92101,RESEARCH SCHOLAR,17.76
"OAKLEY, INC.",FOOTHILL RANCH,CA,92610,BUSINESS SYSTEMS ANALYST - FI/CO,115000
"DECUS BIOMEDICAL, LLC",BERKELEY,CA,94704,CLINICAL RESEARCH SCIENTIST,28
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,84219
"PAYPAL, INC.",SAN JOSE,CA,95131,SOFTWARE ENGINEER 3,105500
SANDISK CORPORATION,MILPITAS,CA,95035,TEST DEVELOPMENT ENGINEER II,72000
"STUDIO LAMBERT USA, INC.",CULVER CITY,CA,90232,FINANCE MANAGER,125000
"GD COMMERCIAL REAL ESTATE, INC.",MILPITAS,CA,95035,BUSINESS DEVELOPMENT ANALYST,30.35
"ADVENT SOFTWARE, INC.",SAN FRANCISCO,CA,94103,"SR BUSINESS ANALYST, BUSINESS INTELLIGENCE",114000
VOLCANO CORPORATION,SAN DIEGO,CA,92130,MARKETING SPECIALIST,54000
SYSTIME COMPUTER CORPORATION,SAN FRANCISCO,CA,94105,PROGRAMMER ANALYST,60507
"ALBACRUZ INVESTMENTS, LLC",SAN BRUNO,CA,94066,ACCOUNTANT,54309
SYSTIME COMPUTER CORPORATION,SAN FRANCISCO,CA,94105,PROGRAMMER ANALYST,60000
INTEL CORPORATION,SANTA CLARA,CA,95054,PROCESS ENGINEER,74451
"PAYPAL, INC.",SAN JOSE,CA,95131,SOFTWARE ENGINEER 3,108665
LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,94043,SOFTWARE ENGINEER (INFORMATION SECURITY ANALYST),87100
BELA EDUCATION GROUP INC,HACIENDA HEIGHTS,CA,91745,MARKET RESEARCH ANALYST,48609.6
"EINFOCHIPS, INC.",SUNNYVALE,CA,94085,ASIC ENGINEER,50086
"NEWPORT MEDICAL INSTRUMENTS, INC.",COSTA MESA,CA,92626,PRODUCT MANAGER,68142
"FIRETIDE, INC.",LOS GATOS,CA,95032,QUALITY ASSURANCE LEAD,95000
"ID ANALYTICS, INC.",SAN DIEGO,CA,92128,SCIENTIST,105000
UST GLOBAL INC.,ALISO VIEJO,CA,92656,COMPUTER PROGRAMMER,57000
"SKYPE, INC.",PALO ALTO,CA,94304,SENIOR SOFTWARE ENGINEER - SKYPE FOR BUSINESS,115000
ELEVEN ARTS INC,SANTA MONICA,CA,90403,TECHNICAL TRANSLATOR,100
"AGILENT TECHNOLOGIES, INC.",SANTA CLARA,CA,95051,OPTOELECTRONICS SCIENTIST,1.00E+05
YAHOO! INC.,SUNNYVALE,CA,94089,SOFTWARE ENGINEER (TECH Y! SOFTWARE QUALITY ENG),79102
"TEQTRON, INC.",LIVERMORE,CA,94550,TECHNICAL MANAGER,110000
IGATE TECHNOLOGIES INC.,FREMONT,CA,94555,SYSTEMS ANALYST 11,71100
INFLECTION LLC,REDWOOD CITY,CA,94065,PRODUCTS AND DESIGN ASSOCIATE,57138
"IVYMAX, INC.",MILLBRAE,CA,94030,MARKETING AND PROMOTIONS SPECIALIST,25.5
